"id","price","asset_id","timestamp"
"4283008298",0.41,"58206942","2022-03-20 05:29:19"
"4282889452",0.47,"59117434","2022-03-20 05:24:36"
"4282843707",0.4,"58853644","2022-03-20 05:22:10"
"4279322484",0.3225,"58657846","2022-03-20 02:38:28"
"4277096439",0.39,"59385443","2022-03-20 00:53:48"
"4276670231",0.445,"59587180","2022-03-20 00:34:21"
"4276048304",0.577,"59612607","2022-03-20 00:05:49"
"4275817779",0.44,"59223700","2022-03-19 23:53:43"
"4274082170",0.599,"59016309","2022-03-19 22:36:35"
"4273294059",0.395,"58245269","2022-03-19 22:00:43"
"4272789533",0.4,"56955663","2022-03-19 21:37:59"
"4272608417",0.49,"58213885","2022-03-19 21:29:46"
"4272366519",0.4,"58206571","2022-03-19 21:18:48"
"4271674872",0.445,"59597620","2022-03-19 20:46:57"
"4271338347",0.55,"59613292","2022-03-19 20:31:34"
"4271328417",0.58,"58342480","2022-03-19 20:30:59"
"4270450670",0.4,"59631005","2022-03-19 19:50:24"
"4270159388",0.73,"59629670","2022-03-19 19:36:20"
"4269987869",0.5,"59626002","2022-03-19 19:28:51"
"4269870957",0.4,"59632412","2022-03-19 19:23:58"
"4269865395",0.48,"59629367","2022-03-19 19:23:46"
"4269678477",0.4,"59630433","2022-03-19 19:15:28"
"4269617581",0.385,"59628520","2022-03-19 19:12:26"
"4269137150",0.38,"58702935","2022-03-19 18:51:19"
"4268571705",0.425,"59587183","2022-03-19 18:27:08"
"4268552816",0.42,"59596460","2022-03-19 18:26:11"
"4268386014",0.5,"59631765","2022-03-19 18:19:19"
"4268330351",0.3999,"59542759","2022-03-19 18:16:45"
"4267296662",0.38,"59593493","2022-03-19 17:30:05"
"4267122783",0.39,"59625059","2022-03-19 17:22:58"
"4266701809",0.495,"58206453","2022-03-19 17:05:10"
"4266649022",0.38,"58104682","2022-03-19 17:02:40"
"4266545359",0.3999,"59599882","2022-03-19 16:58:22"
"4266060648",0.445,"59628974","2022-03-19 16:34:32"
"4265733850",0.389,"58227131","2022-03-19 16:19:48"
"4264784915",0.37,"59629670","2022-03-19 15:36:03"
"4264610987",0.389,"59616589","2022-03-19 15:27:43"
"4264521389",0.367,"58689608","2022-03-19 15:23:53"
"4264394581",0.4,"59269783","2022-03-19 15:18:08"
"4263869037",0.63,"59593149","2022-03-19 14:54:07"
"4263552815",0.365,"59611615","2022-03-19 14:40:24"
"4262715887",0.378,"59600817","2022-03-19 14:01:44"
"4262465608",0.3999,"59593498","2022-03-19 13:49:14"
"4262259289",0.44,"59629497","2022-03-19 13:38:29"
"4262087910",0.365,"59621986","2022-03-19 13:30:35"
"4262046490",0.57,"59549279","2022-03-19 13:28:38"
"4261195498",0.4,"59356388","2022-03-19 12:47:06"
"4261115800",0.4,"59319430","2022-03-19 12:43:08"
"4258044023",0.37,"59596461","2022-03-19 10:12:23"
"4257159685",0.49,"59632252","2022-03-19 09:28:39"
"4256711582",0.5,"58104358","2022-03-19 09:07:23"
"4256694209",0.53,"59593536","2022-03-19 09:06:27"
"4255982368",0.365,"58245159","2022-03-19 08:31:10"
"4255663423",0.399,"59594575","2022-03-19 08:15:31"
"4255663244",0.39,"59357394","2022-03-19 08:15:31"
"4255663017",0.39,"58687851","2022-03-19 08:15:31"
"4255662813",0.38,"59614887","2022-03-19 08:15:31"
"4255662616",0.3779,"59630570","2022-03-19 08:15:31"
"4255662365",0.3778,"59632429","2022-03-19 08:15:31"
"4255662154",0.375,"59135459","2022-03-19 08:15:31"
"4255661941",0.369,"59600691","2022-03-19 08:15:31"
"4255661598",0.365,"59552144","2022-03-19 08:15:31"
"4255661353",0.364,"59356374","2022-03-19 08:15:31"
"4255661118",0.3639,"59267371","2022-03-19 08:15:31"
"4255660518",0.359,"59102913","2022-03-19 08:15:31"
"4255660282",0.35,"59585418","2022-03-19 08:15:31"
"4255660040",0.345,"59521639","2022-03-19 08:15:31"
"4255659842",0.345,"58976034","2022-03-19 08:15:31"
"4254330244",0.345,"59587166","2022-03-19 07:10:06"
"4252978086",0.5,"59334716","2022-03-19 06:04:26"
"4250683460",0.3779,"59594656","2022-03-19 04:13:53"
"4249973931",0.33,"59256845","2022-03-19 03:38:02"
"4248584723",0.67,"59624442","2022-03-19 02:31:00"
"4246149746",0.358,"59630804","2022-03-19 00:37:59"
"4245754106",0.33,"59632108","2022-03-19 00:18:25"
"4245205638",0.33,"59632425","2022-03-18 23:52:46"
"4244721148",0.355,"59609000","2022-03-18 23:30:27"
"4243913824",0.35,"59129693","2022-03-18 22:50:54"
"4243963989",0.38,"58206256","2022-03-18 22:29:22"
"4241115010",0.389,"58206982","2022-03-18 20:42:03"
"4239086352",0.378,"59208061","2022-03-18 19:09:51"
"4238731261",0.42,"58325781","2022-03-18 18:54:06"
"4238060798",0.3,"59594575","2022-03-18 18:23:58"
"4233725397",0.65,"59628768","2022-03-18 15:09:18"
"4233100691",0.48,"59223698","2022-03-18 14:41:37"
"4233063797",0.3569,"59611604","2022-03-18 14:40:09"
"4231780882",0.378,"59104234","2022-03-18 13:38:32"
"4230096296",0.4,"59429221","2022-03-18 12:19:59"
"4229076424",0.365,"59590033","2022-03-18 11:32:25"
"4226094998",0.6,"59621812","2022-03-18 09:10:07"
"4225303701",0.6,"59614261","2022-03-18 08:29:08"
"4224411635",0.3,"59577854","2022-03-18 07:47:35"
"4223653284",0.479,"59587174","2022-03-18 07:11:25"
"4222095518",0.35,"59627709","2022-03-18 05:58:37"
"4220684866",0.57,"59119631","2022-03-18 04:52:09"
"4218810443",0.44,"59629748","2022-03-18 03:27:36"
"4216668279",0.378,"59532727","2022-03-18 01:49:24"
"4216286009",0.45,"59630411","2022-03-18 01:32:25"
"4213451077",0.49,"59111353","2022-03-17 23:18:10"
"4212151925",0.35,"59628005","2022-03-17 22:19:23"
"4212130116",0.32,"59627203","2022-03-17 22:18:28"
"4211803604",0.4,"59108687","2022-03-17 22:03:13"
"4211366894",0.425,"59537391","2022-03-17 21:43:02"
"4211329558",0.55,"59623903","2022-03-17 21:41:14"
"4211323354",0.55,"59624626","2022-03-17 21:40:24"
"4211269956",0.455,"59121308","2022-03-17 21:38:50"
"4211253238",0.495,"59334251","2022-03-17 21:37:27"
"4211192693",0.34,"58482579","2022-03-17 21:35:14"
"4211116145",0.38,"59630551","2022-03-17 21:31:54"
"4211105032",0.55,"59576300","2022-03-17 21:31:35"
"4211105004",0.373,"58224768","2022-03-17 21:31:35"
"4211095130",0.3999,"58206473","2022-03-17 21:30:47"
"4211079758",0.5,"59632113","2022-03-17 21:30:16"
"4210466305",0.3299,"59631960","2022-03-17 21:00:25"
"4209216867",0.33,"59442124","2022-03-17 20:02:10"
"4207864390",0.55,"59587184","2022-03-17 19:01:29"
"4200822506",0.2,"59102913","2022-03-17 13:16:16"
"4198242724",0.51,"59600840","2022-03-17 11:00:57"
"4198116619",0.5,"59549256","2022-03-17 10:54:27"
"4196586558",0.45,"58667008","2022-03-17 09:36:00"
"4194813416",0.5,"58680262","2022-03-17 08:08:47"
"4194672002",0.3,"59610483","2022-03-17 08:01:28"
"4193501187",0.4,"59631963","2022-03-17 07:00:50"
"4193501038",0.4899,"59122448","2022-03-17 07:00:50"
"4189355510",0.36,"59600701","2022-03-17 03:30:01"
"4189342382",0.375,"59596454","2022-03-17 03:29:11"
"4188984198",0.42,"59510420","2022-03-17 03:11:42"
"4188657203",0.35,"59159136","2022-03-17 02:56:44"
"4188437515",0.45,"59630159","2022-03-17 02:45:58"
"4187327409",0.8,"59088433","2022-03-17 01:47:20"
"4187028531",0.49,"59624185","2022-03-17 01:31:42"
"4184354824",0.4,"59623199","2022-03-16 23:14:34"
"4184114177",0.33,"59632130","2022-03-16 23:02:06"
"4183962553",0.329,"59215006","2022-03-16 22:54:51"
"4182976319",0.435,"58210999","2022-03-16 22:05:51"
"4181158458",0.35,"59541521","2022-03-16 20:39:52"
"4178906668",0.5,"59545654","2022-03-16 18:48:47"
"4178599245",0.35,"59630430","2022-03-16 18:34:55"
"4178005394",0.445,"59376855","2022-03-16 18:03:56"
"4177885626",0.21,"59631960","2022-03-16 17:58:39"
"4177854292",0.37,"58206833","2022-03-16 17:56:59"
"4177775194",0.35,"59594567","2022-03-16 17:52:52"
"4177487192",0.43,"59556448","2022-03-16 17:38:22"
"4177307443",0.3,"58966856","2022-03-16 17:29:32"
"4177138138",0.3469,"58953422","2022-03-16 17:21:24"
"4176642611",0.35,"59630667","2022-03-16 16:56:16"
"4176263207",0.34,"59119203","2022-03-16 16:38:45"
"4176002056",0.34,"58658487","2022-03-16 16:25:56"
"4175932285",0.33,"59595042","2022-03-16 16:22:46"
"4175888705",0.295,"59631490","2022-03-16 16:20:44"
"4175738774",0.43,"59147564","2022-03-16 16:13:18"
"4175700934",0.349,"59631092","2022-03-16 16:11:59"
"4175660864",0.3299,"58770180","2022-03-16 16:09:58"
"4174389822",0.4,"59632045","2022-03-16 15:05:19"
"4172335529",0.36,"59510781","2022-03-16 13:22:11"
"4171495749",0.33,"59541525","2022-03-16 12:40:28"
"4169704459",0.5,"58335145","2022-03-16 11:09:59"
"4165038779",0.29,"59524707","2022-03-16 07:09:07"
"4162107067",0.367,"59270047","2022-03-16 04:34:36"
"4161416219",0.3,"59127499","2022-03-16 03:56:23"
"4161067488",0.4,"59631475","2022-03-16 03:36:10"
"4159911451",0.3,"59148052","2022-03-16 02:37:24"
"4159824258",0.37,"59612022","2022-03-16 02:32:40"
"4159601694",0.31,"59628389","2022-03-16 02:20:48"
"4158738360",0.295,"58578711","2022-03-16 01:35:33"
"4158644272",0.345,"59121285","2022-03-16 01:30:16"
"4158516942",0.32,"58104692","2022-03-16 01:23:36"
"4158151232",0.34,"58706760","2022-03-16 01:02:34"
"4157522834",0.33,"59631765","2022-03-16 00:28:58"
"4156625978",0.64,"59541488","2022-03-15 23:40:53"
"4154637182",0.45,"59629030","2022-03-15 21:55:49"
"4154520519",0.399,"59616823","2022-03-15 21:49:39"
"4153653910",0.5,"58237429","2022-03-15 21:07:01"
"4153304821",0.3,"59632051","2022-03-15 20:50:36"
"4152866938",0.3,"59628027","2022-03-15 20:29:45"
"4152500771",0.277,"59302509","2022-03-15 20:10:34"
"4152479124",0.5,"59627114","2022-03-15 20:08:58"
"4151776249",0.32,"59631289","2022-03-15 19:33:18"
"4151776215",0.48,"59582047","2022-03-15 19:33:18"
"4150789939",0.288,"59631483","2022-03-15 18:44:03"
"4148886401",0.297,"59196942","2022-03-15 17:09:08"
"4148245241",0.345,"58225176","2022-03-15 16:39:28"
"4148051550",0.35,"56955963","2022-03-15 16:30:09"
"4147621923",0.3,"58689256","2022-03-15 15:51:32"
"4147224194",0.477,"59080286","2022-03-15 15:48:14"
"4147223781",0.3,"59631775","2022-03-15 15:48:14"
"4146988063",0.3,"59629967","2022-03-15 15:34:32"
"4146353016",0.296,"59579900","2022-03-15 14:57:59"
"4143872824",0.3,"58679636","2022-03-15 12:48:37"
"4143805095",0.3,"59401105","2022-03-15 12:46:14"
"4141353158",0.299,"58687838","2022-03-15 10:43:37"
"4140947044",0.212201,"59631483","2022-03-15 10:22:38"
"4131990714",0.2,"59196942","2022-03-15 02:25:25"
"4131715106",0.298,"59630106","2022-03-15 02:10:45"
"4128939271",0.9,"58104370","2022-03-14 23:41:28"
"4125724103",0.3,"59619755","2022-03-14 20:56:00"
"4119925791",0.35,"58743177","2022-03-14 16:05:06"
"4118531784",0.21,"59619755","2022-03-14 14:54:40"
"4117133376",0.35,"58286222","2022-03-14 13:50:13"
"4111792452",0.35,"58269214","2022-03-14 09:20:01"
"4106954042",0.45,"59608986","2022-03-14 04:54:11"
"4106484993",0.35,"59162596","2022-03-14 04:30:13"
"4105193006",0.32,"58784626","2022-03-14 03:20:20"
"4105161783",0.58,"59624185","2022-03-14 03:18:28"
"4103919152",0.3297,"59631002","2022-03-14 02:08:33"
"4103362695",0.3,"59628341","2022-03-14 01:39:51"
"4102763094",0.3269,"58697470","2022-03-14 01:07:49"
"4101643771",0.5,"59241857","2022-03-14 00:03:58"
"4101406306",0.36,"59136156","2022-03-13 23:50:37"
"4101216581",0.31,"59525221","2022-03-13 23:39:01"
"4101207916",0.45,"59630597","2022-03-13 23:38:35"
"4088670190",0.35,"59549274","2022-03-13 12:52:16"
"4088455393",0.4,"58260376","2022-03-13 12:41:36"
"4086345185",0.32,"59631274","2022-03-13 10:50:26"
"4085379845",0.28,"59622278","2022-03-13 09:59:32"
"4083552156",0.75,"59516269","2022-03-13 08:19:29"
"4083095474",0.275,"59256250","2022-03-13 07:50:41"
"4081029723",0.27,"59560596","2022-03-13 05:52:05"
"4080880333",0.275,"59629248","2022-03-13 05:43:33"
"4080839830",0.35,"59541502","2022-03-13 05:40:41"
"4080111454",0.3,"59605599","2022-03-13 04:58:42"
"4079378498",0.459,"59264746","2022-03-13 04:14:50"
"4079084491",1,"56915939","2022-03-13 03:57:37"
"4079084136",0.5,"56915939","2022-03-13 03:57:37"
"4078260790",0.3,"59106723","2022-03-13 03:10:20"
"4075796470",0.29,"59207310","2022-03-13 00:58:04"
"4075468833",0.33,"59186349","2022-03-13 00:40:24"
"4074457612",0.335,"59608048","2022-03-12 23:45:03"
"4070216103",0.341,"58214195","2022-03-12 20:04:10"
"4070145916",0.339,"59627311","2022-03-12 20:00:35"
"4070111635",0.35,"58470903","2022-03-12 19:58:58"
"4065391028",0.325,"59103966","2022-03-12 16:03:00"
"4063359671",0.61,"59541507","2022-03-12 14:23:43"
"4062325645",0.3,"58206457","2022-03-12 13:34:27"
"4042476864",0.33,"58693582","2022-03-11 20:10:58"
"4040507101",0.31,"58688508","2022-03-11 18:35:47"
"4040219655",0.3,"59308268","2022-03-11 18:20:44"
"4040208542",0.2999,"59614897","2022-03-11 18:01:21"
"4039182855",0.35,"59631753","2022-03-11 17:29:30"
"4038670937",0.449,"59581658","2022-03-11 17:03:36"
"4038664426",0.3,"59111004","2022-03-11 17:02:52"
"4038393457",0.31,"58682021","2022-03-11 16:49:42"
"4038327408",0.3,"58909997","2022-03-11 16:46:53"
"4038286945",0.64,"59596485","2022-03-11 16:45:09"
"4037384333",0.29,"59629691","2022-03-11 16:02:53"
"4036554686",0.31,"58679642","2022-03-11 15:16:14"
"4036357697",0.42,"59349243","2022-03-11 15:09:00"
"4035845177",0.28,"59205240","2022-03-11 14:43:27"
"4032482106",0.35,"59629822","2022-03-11 11:54:19"
"4031771072",0.3,"59628690","2022-03-11 11:16:23"
"4031608806",0.35,"59563084","2022-03-11 11:08:01"
"4030497618",0.42,"58213918","2022-03-11 10:08:56"
"4028279182",0.3,"59581643","2022-03-11 08:08:18"
"4025875120",0.15,"59627311","2022-03-11 05:53:52"
"3553618604",0.689,"59622967","2022-02-19 12:22:30"
"3553614663",0.63,"59119588","2022-02-19 12:22:24"
"3553606860",0.66,"59630141","2022-02-19 12:21:41"
"3553585304",0.58,"58667026","2022-02-19 12:19:27"
"3553572387",0.5581,"59630151","2022-02-19 12:18:33"
"3553572234",0.58,"59629291","2022-02-19 12:18:33"
"3553570139",0.63,"59159399","2022-02-19 12:18:18"
"3553570012",0.63,"59301873","2022-02-19 12:18:18"
"3553569889",0.62,"59191765","2022-02-19 12:18:18"
"3553569783",0.58,"59623191","2022-02-19 12:18:18"
"3553569670",0.58,"59223706","2022-02-19 12:18:18"
"3553557814",0.6,"59577834","2022-02-19 12:17:08"
"3553548524",1.09,"59630007","2022-02-19 12:16:32"
"3553542154",0.609,"59629217","2022-02-19 12:15:46"
"3553521607",0.598,"59627873","2022-02-19 12:14:07"
"3553511991",0.735,"59629692","2022-02-19 12:12:58"
"3553508038",0.59,"59629064","2022-02-19 12:12:40"
"3553498630",0.599,"59623589","2022-02-19 12:11:40"
"3553484321",0.71,"58861807","2022-02-19 12:10:07"
"3553468264",0.63,"59130966","2022-02-19 12:08:47"
"4008292818",0.3,"59625521","2022-03-10 13:03:33"
"4008061587",0.255,"59623433","2022-03-10 12:50:21"
"4007756367",0.29,"59051136","2022-03-10 12:32:21"
"4007656209",0.31,"56225154","2022-03-10 12:06:06"
"4006847794",0.62,"58896470","2022-03-10 11:39:30"
"4005800819",0.45,"59016309","2022-03-10 10:40:34"
"4005735010",0.3,"59629335","2022-03-10 10:36:12"
"4005726463",0.3,"59570510","2022-03-10 10:35:36"
"4005716859",0.3,"59360196","2022-03-10 10:35:27"
"4005707357",0.3,"59632048","2022-03-10 10:34:47"
"4005194467",0.3,"59105297","2022-03-10 10:05:06"
"4004515035",0.3,"58206833","2022-03-10 09:26:08"
"4003977408",0.3,"59549279","2022-03-10 08:56:13"
"4003132114",0.35,"58896470","2022-03-10 08:03:28"
"4001632249",0.315,"58733335","2022-03-10 06:35:22"
"4000808940",0.294,"59629291","2022-03-10 05:50:38"
"3999180020",0.39,"58206758","2022-03-10 04:16:12"
"3994754968",0.425,"58214228","2022-03-10 00:00:30"
"3993214812",0.39,"59596460","2022-03-09 22:31:25"
"3992980776",0.4,"58206462","2022-03-09 22:18:28"
"3992964931",0.335,"59632233","2022-03-09 22:17:54"
"3992849579",0.325,"59623199","2022-03-09 22:11:13"
"3992783252",0.35,"58213694","2022-03-09 22:07:44"
"3992145185",0.33,"58286222","2022-03-09 21:33:16"
"3991648019",0.31,"59177866","2022-03-09 21:07:18"
"3991230752",0.21893,"59629291","2022-03-09 20:43:23"
"3991039386",0.349,"59628701","2022-03-09 20:33:20"
"3990839902",0.33,"58286220","2022-03-09 20:22:34"
"3990233112",0.34,"59631064","2022-03-09 19:49:37"
"3987011032",0.4874,"59612607","2022-03-09 17:00:37"
"3983869337",0.38,"59110724","2022-03-09 14:11:57"
"3983532220",0.349,"58208442","2022-03-09 13:55:33"
"3976599187",0.325,"59127595","2022-03-09 06:39:10"
"3975876103",0.323,"59422885","2022-03-09 05:52:07"
"3974168487",0.32,"59570528","2022-03-09 04:06:35"
"3972193874",0.367,"58313771","2022-03-09 02:01:21"
"3969745108",0.389,"59629930","2022-03-08 23:41:11"
"3969112105",0.49,"59629680","2022-03-08 23:08:03"
"3968872671",0.52,"56924710","2022-03-08 22:54:39"
"3968220982",0.388,"59560596","2022-03-08 22:16:19"
"3966233303",0.335,"59629213","2022-03-08 20:21:05"
"3964970039",0.33,"59618849","2022-03-08 19:14:32"
"3964343175",0.51,"59593149","2022-03-08 18:45:03"
"3962608367",0.33,"59239749","2022-03-08 17:16:49"
"3962123451",0.6,"59624442","2022-03-08 16:52:59"
"3958119799",0.37,"58367728","2022-03-08 13:39:48"
"3955864960",0.38,"59631277","2022-03-08 11:47:07"
"3955433180",0.409,"59600677","2022-03-08 11:23:56"
"3955129728",0.87,"58997207","2022-03-08 11:09:26"
"3953621766",0.45,"59121312","2022-03-08 09:50:53"
"3951037149",0.3689,"59177866","2022-03-08 07:17:57"
"3946606403",0.37,"58206631","2022-03-08 03:20:06"
"3946590888",0.85,"58679374","2022-03-08 03:17:59"
"3945667457",0.3688,"59129698","2022-03-08 02:29:08"
"3945355720",0.375,"59545762","2022-03-08 02:11:06"
"3944400941",0.85,"59629264","2022-03-08 01:20:53"
"3942877076",0.75,"59123996","2022-03-07 23:53:02"
"3942593279",0.97,"58213699","2022-03-07 23:37:20"
"3942449475",0.39,"59282923","2022-03-07 23:29:42"
"3941857511",0.4,"59593509","2022-03-07 22:59:12"
"3941743763",0.38,"59233690","2022-03-07 22:54:01"
"3940780588",0.38,"59631507","2022-03-07 22:03:28"
"3940780579",1.5,"59259197","2022-03-07 22:03:28"
"3940692861",1.5,"58764472","2022-03-07 21:58:36"
"3940182139",1.2,"59591645","2022-03-07 21:32:25"
"3938778782",0.38,"59539535","2022-03-07 20:23:09"
"3936557976",0.39,"59222297","2022-03-07 18:25:57"
"3934752773",0.49,"59552961","2022-03-07 16:58:45"
"3931314097",0.3,"59233690","2022-03-07 14:05:30"
"3929511583",0.32,"58470903","2022-03-07 12:33:56"
"3928284671",0.43,"59366273","2022-03-07 11:26:29"
"3926387549",1.1,"59629608","2022-03-07 09:48:54"
"3919146716",0.495,"58863435","2022-03-07 03:05:05"
"3918957958",0.369,"58367732","2022-03-07 02:54:43"
"3918746044",0.32,"58658487","2022-03-07 02:42:21"
"3918732761",0.32,"58482579","2022-03-07 02:41:23"
"3918688361",1.1,"59618845","2022-03-07 02:38:54"
"3915891536",0.413,"59541547","2022-03-06 23:55:58"
"3915891356",0.4,"59628330","2022-03-06 23:55:58"
"3915891203",0.413,"58206224","2022-03-06 23:55:58"
"3915891069",0.4,"59254086","2022-03-06 23:55:58"
"3915890908",0.392,"59407524","2022-03-06 23:55:58"
"3912875078",0.35,"58744047","2022-03-06 21:07:00"
"3912838576",0.42,"58571148","2022-03-06 21:05:02"
"3910780659",0.89,"59625344","2022-03-06 19:06:33"
"3909433572",0.479,"59570154","2022-03-06 17:52:54"
"3909357438",0.4,"58956433","2022-03-06 17:49:28"
"3909102936",0.35,"59521626","2022-03-06 17:35:55"
"3909090432",0.35,"59630643","2022-03-06 17:35:22"
"3908784065",0.5,"58283255","2022-03-06 17:19:32"
"3906508524",0.4,"59630600","2022-03-06 15:26:14"
"3906034194",0.55,"59598410","2022-03-06 15:01:36"
"3905954576",0.4,"59338279","2022-03-06 14:57:56"
"3905749303",0.649,"59625344","2022-03-06 14:46:08"
"3903569544",0.389,"58707418","2022-03-06 12:46:11"
"3897621845",0.388,"58104693","2022-03-06 07:20:00"
"3897456287",0.375,"59629213","2022-03-06 07:11:29"
"3897257963",0.4,"59615607","2022-03-06 07:00:05"
"3897126692",0.49,"59622729","2022-03-06 06:52:36"
"3896954052",0.5,"59625344","2022-03-06 06:42:54"
"3896947886",0.52,"59123996","2022-03-06 06:42:41"
"3893333766",0.65,"59630382","2022-03-06 03:24:31"
"3892661211",0.34,"58208654","2022-03-06 02:47:14"
"3892251429",0.38,"59112511","2022-03-06 02:25:45"
"3891136540",0.369,"59268244","2022-03-06 01:23:43"
"3891072480",0.369,"59630363","2022-03-06 01:19:50"
"3891065900",0.368,"59628017","2022-03-06 01:19:15"
"3891065616",0.342,"59625016","2022-03-06 01:19:15"
"3889691546",0.367,"58214228","2022-03-06 00:01:55"
"3888299315",0.575,"59138134","2022-03-05 22:44:43"
"3884484264",0.33,"59589270","2022-03-05 19:21:56"
"3884367657",0.33,"59593490","2022-03-05 19:15:23"
"3883658746",0.33,"59626751","2022-03-05 18:36:28"
"3882727634",0.69,"59119018","2022-03-05 17:46:41"
"3882685716",0.33,"58239947","2022-03-05 17:44:19"
"3882163768",0.34,"59609703","2022-03-05 17:17:46"
"3882115168",0.33,"59202420","2022-03-05 17:15:43"
"3881875324",0.248,"58214228","2022-03-05 17:02:57"
"3881307494",0.4,"58844234","2022-03-05 16:32:43"
"3880513773",0.359,"59627696","2022-03-05 15:50:50"
"3876404623",0.599,"59629670","2022-03-05 12:08:15"
"3875366389",0.45,"56963418","2022-03-05 11:10:44"
"3875366286",0.42,"58853854","2022-03-05 11:10:44"
"3872834718",1.05,"59570611","2022-03-05 08:45:11"
"3872287071",0.399,"59111513","2022-03-05 08:13:52"
"3871923749",0.374,"58224503","2022-03-05 07:52:18"
"3871437994",0.329,"59631741","2022-03-05 07:26:21"
"3870620775",0.35,"59109401","2022-03-05 06:39:21"
"3868558979",0.38,"58348435","2022-03-05 04:30:41"
"3868433781",0.4,"59538280","2022-03-05 04:23:47"
"3867996590",0.5,"59207316","2022-03-05 03:59:01"
"3867230261",0.3,"59111513","2022-03-05 03:15:58"
"3866556877",0.33,"58222063","2022-03-05 02:36:44"
"3865495153",0.44,"58818060","2022-03-05 01:41:14"
"3863665932",0.4,"56955642","2022-03-04 23:55:31"
"3863315251",0.4,"59630382","2022-03-04 23:35:54"
